year,region,country,permanent,temporary,irregular ,total,new_hires_2003,new_hires_2012
2007,East and South Asia,Afghanistan ,0,1800,395,2195,-,-
2007,East and South Asia,Bangladesh ,28,550,50,628,-,-
2007,East and South Asia,Bhutan ,0,5,2,7,-,-
2007,East and South Asia,Brunei ,50,20848,440,21338,-,-
2007,East and South Asia,Cambodia ,6,1980,1500,3486,-,-
2007,East and South Asia,China ,360,21000,4500,25860,-,-
2007,East and South Asia,Hong Kong,11471,116066,3000,130537,-,-
2007,East and South Asia,India ,181,700,500,1381,-,-
2007,East and South Asia,Indonesia ,318,10000,800,11118,-,-
2007,East and South Asia,Japan ,133528,38329,30700,202557,-,-
2007,East and South Asia,Kazakhstan,0,900,100,1000,-,-
2007,East and South Asia,North Korea,0,10,5,15,-,-
2007,East and South Asia,South Korea,6187,62528,12000,80715,-,-
2007,East and South Asia,Kyrgyzstan ,0,8,5,13,-,-
2007,East and South Asia,Laos ,2,510,30,542,-,-
2007,East and South Asia,Macau ,56,20292,3000,23348,-,-
2007,East and South Asia,Malaysia ,26002,90965,128000,244967,-,-
2007,East and South Asia,Maldives ,18,1500,800,2318,-,-
2007,East and South Asia,Mongolia ,0,55,20,75,-,-
2007,East and South Asia,Myanmar ,57,298,150,505,-,-
2007,East and South Asia,Nepal ,55,76,10,141,-,-
2007,East and South Asia,Pakistan ,151,350,1500,2001,-,-
2007,East and South Asia,Singapore ,29850,70616,56000,156466,-,-
2007,East and South Asia,Sri Lanka ,0,980,200,1180,-,-
2007,East and South Asia,Taiwan ,2357,67153,4500,74010,-,-
2007,East and South Asia,Tajikistan ,0,13,10,23,-,-
2007,East and South Asia,Thailand ,3059,8100,3600,14759,-,-
2007,East and South Asia,Timor-Leste ,0,900,400,1300,-,-
2007,East and South Asia,Turkmenistan ,0,96,50,146,-,-
2007,East and South Asia,Uzbekistan ,0,50,10,60,-,-
2007,East and South Asia,Vietnam ,0,2900,1300,4200,-,-
2007,West Asia,West Asia Total,4062,2019247,112850,2136159,-,-
2007,West Asia,Bahrain ,85,40818,3800,44703,-,-
2007,West Asia,Iran ,1016,1200,3050,5266,-,-
2007,West Asia,Iraq ,45,3379,2800,6224,-,-
2007,West Asia,Israel ,1001,29879,6000,36880,-,-
2007,West Asia,Jordan ,108,14356,8000,22464,-,-
2007,West Asia,Kuwait ,94,129708,10000,139802,-,-
2007,West Asia,Lebanon ,380,22138,3300,25818,-,-
2007,West Asia,Oman ,100,33164,9000,42264,-,-
2007,West Asia,Qatar ,15,189943,5600,195558,-,-
2007,West Asia,Saudi Arabia ,350,1046051,20000,1066401,-,-
2007,West Asia,Syria ,135,13300,6000,19435,-,-
2007,West Asia,United Arab Emirates ,703,493411,35000,529114,-,-
2007,West Asia,Yemen ,30,1900,300,2230,-,-
2007,Europe ,Europe Total,285018,291029,98074,674121,-,-
2007,Europe ,Albania ,0,10,2,12,-,-
2007,Europe ,Andorra ,0,700,50,750,-,-
2007,Europe ,Armenia ,0,20,0,20,-,-
2007,Europe ,Austria ,24252,3405,2000,29657,-,-
2007,Europe ,Azerbaijan ,308,950,500,1758,-,-
2007,Europe ,"Baltic States (Estonia, Latvia, Lithuania) ",2,30,2,34,-,-
2007,Europe ,Belorussia (Belarus) ,0,20,3,23,-,-
2007,Europe ,Belgium ,3960,3310,2500,9770,-,-
2007,Europe ,Bosnia and Herzegovina ,2,5,2,9,-,-
2007,Europe ,Bulgaria ,15,20,20,55,-,-
2007,Europe ,Channel Island ,0,1,0,1,-,-
2007,Europe ,Croatia ,9,36,3,48,-,-
2007,Europe ,Cyprus ,20,14500,3000,17520,-,-
2007,Europe ,Czech Republic ,35,120,20,175,-,-
2007,Europe ,Denmark ,6493,2733,0,9226,-,-
2007,Europe ,Finland ,1525,200,10,1735,-,-
2007,Europe ,France ,7049,1026,39000,47075,-,-
2007,Europe ,Georgia ,5,80,20,105,-,-
2007,Europe ,Germany ,44130,8106,2100,54336,-,-
2007,Europe ,Gibraltar ,0,10,5,15,-,-
2007,Europe ,Greece ,92,23252,6000,29344,-,-
2007,Europe ,Greenland ,0,2,0,2,-,-
2007,Europe ,Hungary ,26,80,10,116,-,-
2007,Europe ,Iceland ,880,700,10,1590,-,-
2007,Europe ,Ireland ,4860,11472,500,16832,-,-
2007,Europe ,Isle of Man ,0,50,0,50,-,-
2007,Europe ,Italy ,24598,82594,13000,120192,-,-
2007,Europe ,Liechtenstein,9,40,30,79,-,-
2007,Europe ,Luxembourg ,365,80,250,695,-,-
2007,Europe ,Macedonia ,0,55,5,60,-,-
2007,Europe ,Malta ,1,150,20,171,-,-
2007,Europe ,Moldova ,0,4,2,6,-,-
2007,Europe ,Monaco ,210,100,3000,3310,-,-
2007,Europe ,Netherlands,14139,3023,2000,19162,-,-
2007,Europe ,Norway ,16561,3474,0,20035,-,-
2007,Europe ,Poland ,48,100,40,188,-,-
2007,Europe ,Portugal ,395,400,3500,4295,-,-
2007,Europe ,Romania ,2,180,40,222,-,-
2007,Europe ,Russian Federation ,10,3700,500,4210,-,-
2007,Europe ,San Marino ,0,20,5,25,-,-
2007,Europe ,Serbia and Montenegro ,6,25,5,36,-,-
2007,Europe ,Slovak Republic ,7,30,5,42,-,-
2007,Europe ,Slovenia ,24,10,5,39,-,-
2007,Europe ,Spain ,27537,10543,3700,41780,-,-
2007,Europe ,Sweden ,7811,10624,0,18435,-,-
2007,Europe ,Switzerland ,8303,1739,2000,12042,-,-
2007,Europe ,Turkey ,670,776,4000,5446,-,-
2007,Europe ,Ukraine ,0,15,5,20,-,-
2007,Europe ,United Kingdom ,90654,102381,10000,203035,-,-
2007,Europe ,Vatican ,5,100,200,305,-,-
2007,Europe ,Yugoslavia ,0,28,5,33,-,-
2007,Americas or Trust Territories ,Americas or Trust Territories Total,2944289,222987,163028,3330304,-,-
2007,Americas or Trust Territories ,American Samoa ,50,1450,500,2000,-,-
2007,Americas or Trust Territories ,Anguilla ,0,70,5,75,-,-
2007,Americas or Trust Territories ,Antigua and Barbuda ,0,40,5,45,-,-
2007,Americas or Trust Territories ,Argentina ,49,200,20,269,-,-
2007,Americas or Trust Territories ,Aruba ,350,1480,500,2330,-,-
2007,Americas or Trust Territories ,Bahamas ,0,600,100,700,-,-
2007,Americas or Trust Territories ,Barbados ,4,90,20,114,-,-
2007,Americas or Trust Territories ,Belize ,17,80,5,102,-,-
2007,Americas or Trust Territories ,Bermuda ,0,800,100,900,-,-
2007,Americas or Trust Territories ,Bolivia ,5,8,0,13,-,-
2007,Americas or Trust Territories ,Bonaire ,0,5,0,5,-,-
2007,Americas or Trust Territories ,Brazil ,207,400,40,647,-,-
2007,Americas or Trust Territories ,British Virgin Islands ,0,20,5,25,-,-
2007,Americas or Trust Territories ,Canada ,410626,49309,3000,462935,-,-
2007,Americas or Trust Territories ,Cayman Islands ,0,1800,100,1900,-,-
2007,Americas or Trust Territories ,Chile ,0,130,20,150,-,-
2007,Americas or Trust Territories ,Commonwealth of the Northern Mariana Islands,1288,10979,500,12767,-,-
2007,Americas or Trust Territories ,Colombia ,19,49,20,88,-,-
2007,Americas or Trust Territories ,Cook Islands ,80,63,0,143,-,-
2007,Americas or Trust Territories ,Costa Rica ,31,160,10,201,-,-
2007,Americas or Trust Territories ,Cuba ,251,900,200,1351,-,-
2007,Americas or Trust Territories ,Curacao ,0,25,0,25,-,-
2007,Americas or Trust Territories ,Diego Garcia ,0,1000,300,1300,-,-
2007,Americas or Trust Territories ,Dominica ,0,5,0,5,-,-
2007,Americas or Trust Territories ,Dominican Republic ,0,84,5,89,-,-
2007,Americas or Trust Territories ,Ecuador ,20,70,35,125,-,-
2007,Americas or Trust Territories ,El Salvador ,10,45,5,60,-,-
2007,Americas or Trust Territories ,Fiji ,0,140,0,140,-,-
2007,Americas or Trust Territories ,French Polynesia ,1,1000,0,1001,-,-
2007,Americas or Trust Territories ,Grenada ,0,18,0,18,-,-
2007,Americas or Trust Territories ,Guam ,12675,9392,500,22567,-,-
2007,Americas or Trust Territories ,Guatemala ,74,150,20,244,-,-
2007,Americas or Trust Territories ,Guyana ,5,70,10,85,-,-
2007,Americas or Trust Territories ,Haiti ,251,120,100,471,-,-
2007,Americas or Trust Territories ,Honduras ,57,200,25,282,-,-
2007,Americas or Trust Territories ,Jamaica ,26,250,40,316,-,-
2007,Americas or Trust Territories ,Marshall Islands (Majuro) ,0,940,0,940,-,-
2007,Americas or Trust Territories ,Mexico ,23,570,100,693,-,-
2007,Americas or Trust Territories ,Federated States Of Micronesia ,0,1700,300,2000,-,-
2007,Americas or Trust Territories ,Netherlands Antilles,0,46,5,51,-,-
2007,Americas or Trust Territories ,Nicaragua ,14,40,5,59,-,-
2007,Americas or Trust Territories ,Palau ,21,4286,40,4347,-,-
2007,Americas or Trust Territories ,Panama ,19,105,10,134,-,-
2007,Americas or Trust Territories ,Paraguay ,15,50,5,70,-,-
2007,Americas or Trust Territories ,Peru ,46,100,10,156,-,-
2007,Americas or Trust Territories ,Puerto Rico ,10,320,0,330,-,-
2007,Americas or Trust Territories ,Solomon ,33,470,130,633,-,-
2007,Americas or Trust Territories ,Saint Kitts and Nevis,0,6,0,6,-,-
2007,Americas or Trust Territories ,Saint Lucia,0,0,0,0,-,-
2007,Americas or Trust Territories ,Saint Vincent and The Grenadines,0,50,5,55,-,-
2007,Americas or Trust Territories ,Suriname ,63,499,50,612,-,-
2007,Americas or Trust Territories ,Trinidad and Tobago ,21,550,100,671,-,-
2007,Americas or Trust Territories ,Turks and Caicos Island (West Indies),0,400,0,400,-,-
2007,Americas or Trust Territories ,United States ,2517833,128910,155843,2802586,-,-
2007,Americas or Trust Territories ,Uruguay ,0,20,10,30,-,-
2007,Americas or Trust Territories ,Vanuatu ,0,125,0,125,-,-
2007,Americas or Trust Territories ,Venezuela ,95,300,20,415,-,-
2007,Americas or Trust Territories ,US Virgin Islands,0,2000,200,2200,-,-
2007,Americas or Trust Territories ,West Indies ,0,298,5,303,-,-
2007,Oceania ,Oceania Total,243927,38187,12260,294374,-,-
2007,Oceania ,Australia ,221892,19455,9000,250347,-,-
2007,Oceania ,Kiribati ,22,310,90,422,-,-
2007,Oceania ,Nauru ,0,250,10,260,-,-
2007,Oceania ,New Caledonia ,50,2507,0,2557,-,-
2007,Oceania ,New Zealand ,21188,1715,120,23023,-,-
2007,Oceania ,Palau ,5,4324,400,4729,-,-
2007,Oceania ,Papua New Guinea ,770,9522,2640,12932,-,-
2007,Oceania ,Samoa ,0,34,0,34,-,-
2007,Oceania ,Tonga ,0,60,0,60,-,-
2007,Oceania ,Tuvalu ,0,10,0,10,-,-
2007,Seabased Workers ,Seabased Workers ,-,266553,-,266553,-,-
2008,World,World Total,3907842,3626259,653609,8187710,-,-
2008,Africa,Africa Total,1986,44303,8265,54554,-,-
2008,Africa,Afars and Issas ,0,10,5,15,-,-
2008,Africa,Algeria,0,2500,500,3000,-,-
2008,Africa,Angola,55,3000,500,3555,-,-
2008,Africa,Benin,0,50,20,70,-,-
2008,Africa,Botswana,15,300,100,415,-,-
2008,Africa,Burkina Faso,0,10,20,30,-,-
2008,Africa,Burundi,0,10,15,25,-,-
2008,Africa,Cameroon,0,200,30,230,-,-
2008,Africa,Cape Verde,0,20,25,45,-,-
2008,Africa,Central African Republic,0,50,20,70,-,-
2008,Africa,Chad,0,1000,300,1300,-,-
2008,Africa,Congo,0,1200,100,1300,-,-
2008,Africa,Congo Democratic Republic,0,5,0,5,-,-
2008,Africa,Cote D'Ivoire (Ivory Coast) ,5,100,60,165,-,-
2008,Africa,Djibouti,0,500,0,500,-,-
2008,Africa,Egypt,877,2314,2000,5191,-,-
2008,Africa,Equatorial Guinea,40,5890,660,6590,-,-
2008,Africa,Eritrea,0,50,5,55,-,-
2008,Africa,Ethiopia,0,100,20,120,-,-
2008,Africa,Gabon,0,300,50,350,-,-
2008,Africa,Gambia,0,50,10,60,-,-
2008,Africa,Ghana,25,541,120,686,-,-
2008,Africa,Guinea,2,100,30,132,-,-
2008,Africa,Guinea Bissau,0,8,3,11,-,-
2008,Africa,Kenya,0,200,50,250,-,-
2008,Africa,Lesotho,30,249,30,309,-,-
2008,Africa,Liberia,20,221,10,251,-,-
2008,Africa,Libya,77,16268,570,16915,-,-
2008,Africa,Madagascar,0,300,0,300,-,-
2008,Africa,Malawi,0,150,10,160,-,-
2008,Africa,Mali,0,100,20,120,-,-
2008,Africa,Mauritania,0,50,0,50,-,-
2008,Africa,Mauritius,0,58,10,68,-,-
2008,Africa,Morocco,0,500,100,600,-,-
2008,Africa,Mozambique,35,223,50,308,-,-
2008,Africa,Namibia,45,800,100,945,-,-
2008,Africa,Nigeria,281,2023,700,3004,-,-
2008,Africa,Rwanda,0,19,5,24,-,-
2008,Africa,Sao Tome and Principe,0,30,10,40,-,-
2008,Africa,Senegal,5,53,10,68,-,-
2008,Africa,Seychelles,0,400,100,500,-,-
2008,Africa,Sierra Leone,6,50,2,58,-,-
2008,Africa,Somalia,0,5,0,5,-,-
2008,Africa,South Africa,150,1500,650,2300,-,-
2008,Africa,Sudan,290,1500,800,2590,-,-
2008,Africa,Swaziland,12,300,150,462,-,-
2008,Africa,Tanzania,0,200,50,250,-,-
2008,Africa,Togo,5,50,10,65,-,-
2008,Africa,Tunisia,0,207,20,227,-,-
2008,Africa,Uganda,0,150,20,170,-,-
2008,Africa,Zambia,5,300,150,455,-,-
2008,Africa,Zimbabwe,6,100,50,156,-,-
2008,East and South Asia,East and South Asia Total,247097,581330,256622,1085049,-,-
2008,East and South Asia,Afghanistan,0,1500,395,1895,-,-
2008,East and South Asia,Bangladesh,28,600,50,678,-,-
2008,East and South Asia,Bhutan,0,5,2,7,-,-
2008,East and South Asia,Brunei Darussalam,491,19609,2100,22200,-,-
2008,East and South Asia,Cambodia,6,2000,1500,3506,-,-
2008,East and South Asia,China,360,20677,4500,25537,-,-
2008,East and South Asia,Hong Kong,23507,125810,6000,155317,-,-
2008,East and South Asia,India,182,800,500,1482,-,-
2008,East and South Asia,Indonesia,318,10500,800,11618,-,-
2008,East and South Asia,Japan,141210,60020,30700,231930,-,-
2008,East and South Asia,Kazakhstan,0,1000,100,1100,-,-
2008,East and South Asia,North Korea,0,10,5,15,-,-
2008,East and South Asia,South Korea,7669,63008,12000,82677,-,-
2008,East and South Asia,Kyrgyzstan,0,10,5,15,-,-
2008,East and South Asia,Laos,2,600,30,632,-,-
2008,East and South Asia,Macau,56,19701,3000,22757,-,-
2008,East and South Asia,Malaysia,26002,89681,128000,243683,-,-
2008,East and South Asia,Maldives,24,2095,800,2919,-,-
2008,East and South Asia,Mongolia,0,60,20,80,-,-
2008,East and South Asia,Myanmar,57,300,150,507,-,-
2008,East and South Asia,Nepal,55,77,10,142,-,-
2008,East and South Asia,Pakistan,151,400,1500,2051,-,-
2008,East and South Asia,Singapore,35820,66411,56000,158231,-,-
2008,East and South Asia,Sri Lanka,0,1000,200,1200,-,-
2008,East and South Asia,Taiwan,8100,83070,2885,94055,-,-
2008,East and South Asia,Tajikistan,0,15,10,25,-,-
2008,East and South Asia,Thailand,3059,8221,3600,14880,-,-
2008,East and South Asia,Timor-Leste,0,1000,400,1400,-,-
2008,East and South Asia,Turkmenistan,0,100,50,150,-,-
2008,East and South Asia,Uzbekistan,0,50,10,60,-,-
2008,East and South Asia,Vietnam,0,3000,1300,4300,-,-
2008,West Asia,West Asia Total,4599,2144625,112700,2261924,-,-
2008,West Asia,Bahrain,85,42659,3800,46544,-,-
2008,West Asia,Iran,1016,1500,3050,5566,-,-
2008,West Asia,Iraq,45,3370,2800,6215,-,-
2008,West Asia,Israel,1001,31000,7000,39001,-,-
2008,West Asia,Jordan,108,16500,8150,24758,-,-
2008,West Asia,Kuwait,500,136018,10000,146518,-,-
2008,West Asia,Lebanon,500,25848,5000,31348,-,-
2008,West Asia,Oman,100,34292,9000,43392,-,-
2008,West Asia,Qatar,15,224027,5600,229642,-,-
2008,West Asia,Saudi Arabia,351,1072458,20000,1092809,-,-
2008,West Asia,Syria,135,13288,6000,19423,-,-
2008,West Asia,United Arab Emirates,713,541666,32000,574379,-,-
2008,West Asia,Yemen,30,2000,300,2330,-,-
2008,Europe,Europe Total,294987,299468,98624,693079,-,-
2008,Europe,Albania,0,10,2,12,-,-
2008,Europe,Andorra,0,675,50,725,-,-
2008,Europe,Armenia,0,20,0,20,-,-
2008,Europe,Austria,24415,3276,2000,29691,-,-
2008,Europe,Azerbaijan,308,1000,500,1808,-,-
2008,Europe,"Baltic States (Estonia, Latvia, Lithuania)",2,30,2,34,-,-
2008,Europe,Belorussia (Belarus),0,19,3,22,-,-
2008,Europe,Belgium,4113,3270,2500,9883,-,-
2008,Europe,Bosnia and Herzegovina,2,5,2,9,-,-
2008,Europe,Bulgaria,15,20,20,55,-,-
2008,Europe,Channel Island,0,1,0,1,-,-
2008,Europe,Croatia,12,55,3,70,-,-
2008,Europe,Cyprus,20,15317,3000,18337,-,-
2008,Europe,Czech Republic,36,175,20,231,-,-
2008,Europe,Denmark,6538,2723,0,9261,-,-
2008,Europe,Finland,1569,278,10,1857,-,-
2008,Europe,France,7179,991,39000,47170,-,-
2008,Europe,Georgia,5,80,20,105,-,-
2008,Europe,Germany,44619,8075,2100,54794,-,-
2008,Europe,Gibraltar,0,10,5,15,-,-
2008,Europe,Greece,96,32504,6000,38600,-,-
2008,Europe,Greenland,0,7,0,7,-,-
2008,Europe,Hungary,26,81,10,117,-,-
2008,Europe,Iceland,909,703,10,1622,-,-
2008,Europe,Ireland,4981,11509,500,16990,-,-
2008,Europe,Isle of Man,0,50,0,50,-,-
2008,Europe,Italy,27003,77087,13000,117090,-,-
2008,Europe,Liechtenstein,9,40,30,79,-,-
2008,Europe,Luxembourg,365,83,250,698,-,-
2008,Europe,Macedonia,0,62,5,67,-,-
2008,Europe,Malta,1,200,20,221,-,-
2008,Europe,Moldova,0,4,2,6,-,-
2008,Europe,Monaco,210,95,3000,3305,-,-
2008,Europe,Netherlands,14337,2987,2000,19324,-,-
2008,Europe,Norway,16818,3513,0,20331,-,-
2008,Europe,Poland,48,150,40,238,-,-
2008,Europe,Portugal,399,407,3500,4306,-,-
2008,Europe,Romania,9,250,40,299,-,-
2008,Europe,Russian Federation,10,4000,700,4710,-,-
2008,Europe,San Marino,0,20,5,25,-,-
2008,Europe,Serbia and Montenegro,6,25,5,36,-,-
2008,Europe,Slovak Republic,7,30,5,42,-,-
2008,Europe,Slovenia,25,13,5,43,-,-
2008,Europe,Spain,32435,14190,4055,50680,-,-
2008,Europe,Sweden,8190,10620,0,18810,-,-
2008,Europe,Switzerland,8387,1629,2000,12016,-,-
2008,Europe,Turkey,671,773,4000,5444,-,-
2008,Europe,Ukraine,1,15,5,21,-,-
2008,Europe,United Kingdom,91206,102291,10000,203497,-,-
2008,Europe,Vatican,5,100,200,305,-,-
2008,Europe,Yugoslavia,0,38,5,43,-,-
2008,Americas or Trust Territories,Americas or Trust Territories Total,3101941,250595,166163,3518699,-,-
2008,Americas or Trust Territories,American Samoa,300,1500,500,2300,-,-
2008,Americas or Trust Territories,Anguilla,0,88,5,93,-,-
2008,Americas or Trust Territories,Antigua and Barbuda,0,50,5,55,-,-
2008,Americas or Trust Territories,Argentina,49,194,20,263,-,-
2008,Americas or Trust Territories,Aruba,350,1500,500,2350,-,-
2008,Americas or Trust Territories,Bahamas,0,700,100,800,-,-
2008,Americas or Trust Territories,Barbados,4,100,20,124,-,-
2008,Americas or Trust Territories,Belize,17,80,5,102,-,-
2008,Americas or Trust Territories,Bermuda,1,1000,100,1101,-,-
2008,Americas or Trust Territories,Bolivia,5,10,0,15,-,-
2008,Americas or Trust Territories,Brazil,207,401,40,648,-,-
2008,Americas or Trust Territories,British Virgin Islands,0,20,5,25,-,-
2008,Americas or Trust Territories,Canada,533826,73632,6135,613593,-,-
2008,Americas or Trust Territories,Cayman Islands,0,2000,100,2100,-,-
2008,Americas or Trust Territories,Chile,0,138,20,158,-,-
2008,Americas or Trust Territories,Commonwealth of the Northern Mariana Islands,1288,13000,500,14788,-,-
2008,Americas or Trust Territories,Colombia,19,50,20,89,-,-
2008,Americas or Trust Territories,Cook Islands,80,90,0,170,-,-
2008,Americas or Trust Territories,Costa Rica,31,178,10,219,-,-
2008,Americas or Trust Territories,Cuba,251,1000,200,1451,-,-
2008,Americas or Trust Territories,Diego Garcia,0,1200,300,1500,-,-
2008,Americas or Trust Territories,Dominica,0,5,0,5,-,-
2008,Americas or Trust Territories,Dominican Republic,0,82,5,87,-,-
2008,Americas or Trust Territories,Ecuador,20,68,35,123,-,-
2008,Americas or Trust Territories,El Salvador,10,48,5,63,-,-
2008,Americas or Trust Territories,Falkland Islands,1,0,0,1,-,-
2008,Americas or Trust Territories,Fiji,0,150,0,150,-,-
2008,Americas or Trust Territories,French Polynesia,0,1020,0,1020,-,-
2008,Americas or Trust Territories,Grenada,0,20,0,20,-,-
2008,Americas or Trust Territories,Guam,12675,9532,500,22707,-,-
2008,Americas or Trust Territories,Guatemala,74,146,20,240,-,-
2008,Americas or Trust Territories,Guyana,5,69,10,84,-,-
2008,Americas or Trust Territories,Haiti,251,130,100,481,-,-
2008,Americas or Trust Territories,Honduras,57,208,25,290,-,-
2008,Americas or Trust Territories,Jamaica,26,270,40,336,-,-
2008,Americas or Trust Territories,Marshall Islands (Majuro),0,1000,0,1000,-,-
2008,Americas or Trust Territories,Mexico,23,600,100,723,-,-
2008,Americas or Trust Territories,Federated States of Micronesia,0,1800,300,2100,-,-
2008,Americas or Trust Territories,Netherlands Antilles,0,50,5,55,-,-
2008,Americas or Trust Territories,Nicaragua,14,39,5,58,-,-
2008,Americas or Trust Territories,Palau,21,4500,40,4561,-,-
2008,Americas or Trust Territories,Panama,19,104,10,133,-,-
2008,Americas or Trust Territories,Paraguay,15,50,5,70,-,-
2008,Americas or Trust Territories,Peru,46,196,10,252,-,-
2008,Americas or Trust Territories,Puerto Rico,10,20,0,30,-,-
2008,Americas or Trust Territories,Solomon,33,457,130,620,-,-
2008,Americas or Trust Territories,Saint Kitts and Nevis,0,7,0,7,-,-
2008,Americas or Trust Territories,Saint Lucia,0,12,0,12,-,-
2008,Americas or Trust Territories,Saint Vincent and The Grenadines,0,50,5,55,-,-
2008,Americas or Trust Territories,Suriname,63,500,50,613,-,-
2008,Americas or Trust Territories,Trinidad and Tobago,21,685,100,806,-,-
2008,Americas or Trust Territories,Turks and Caicos Island (West Indies),0,500,0,500,-,-
2008,Americas or Trust Territories,United States ,2552034,128616,155843,2836493,-,-
2008,Americas or Trust Territories,Uruguay,0,20,10,30,-,-
2008,Americas or Trust Territories,Vanuatu,0,31,0,31,-,-
2008,Americas or Trust Territories,Venezuela,95,300,20,415,-,-
2008,Americas or Trust Territories,Virgin Islands (US),0,2079,200,2279,-,-
2008,Americas or Trust Territories,West Indies,0,300,5,305,-,-
2008,Oceania,Oceania Total,257232,44325,11235,312792,-,-
2008,Oceania,Australia,233943,23926,7975,265844,-,-
2008,Oceania,Kiribati,22,311,90,423,-,-
2008,Oceania,Nauru,0,238,10,248,-,-
2008,Oceania,New Caledonia,51,3382,0,3433,-,-
2008,Oceania,New Zealand,22440,2640,120,25200,-,-
2008,Oceania,Palau,5,4324,400,4729,-,-
2008,Oceania,Papua New Guinea,771,9380,2640,12791,-,-
2008,Oceania,Samoa,0,44,0,44,-,-
2008,Oceania,Tonga,0,70,0,70,-,-
2008,Oceania,Tuvalu,0,10,0,10,-,-
2008,Seabased Workers,Seabased Workers, - ,261614,-,261614,-,-
2009,World,World Total,4056940,3864068,658370,8579378,-,-
2009,Africa,Africa Total,2217,54389,8130,64736,-,-
2009,Africa,Afars and Issas ,0,11,5,16,-,-
2009,Africa,Algeria,0,4437,500,4937,-,-
2009,Africa,Angola,55,2000,500,2555,-,-
2009,Africa,Benin,0,51,20,71,-,-
2009,Africa,Botswana,15,319,50,384,-,-
2009,Africa,Burkina Faso,0,10,20,30,-,-
2009,Africa,Burundi,0,10,15,25,-,-
2009,Africa,Cameroon,0,204,30,234,-,-
2009,Africa,Cape Verde,0,14,25,39,-,-
2009,Africa,Central African Republic,0,49,20,69,-,-
2009,Africa,Chad,0,1101,300,1401,-,-
2009,Africa,Congo ,0,1253,100,1353,-,-
2009,Africa,Congo Democratic Republic,0,5,0,5,-,-
2009,Africa,Cote D'Ivoire (Ivory Coast) ,5,102,60,167,-,-
2009,Africa,Djibouti,0,562,0,562,-,-
2009,Africa,Egypt,1070,2653,2250,5973,-,-
2009,Africa,Equatorial Guinea,40,5756,660,6456,-,-
2009,Africa,Eritrea,0,106,5,111,-,-
2009,Africa,Ethiopia,0,99,20,119,-,-
2009,Africa,Gabon,0,308,50,358,-,-
2009,Africa,Gambia,0,50,10,60,-,-
2009,Africa,Ghana,30,600,70,700,-,-
2009,Africa,Guinea,2,118,30,150,-,-
2009,Africa,Guinea Bissau,0,8,3,11,-,-
2009,Africa,Kenya,0,204,50,254,-,-
2009,Africa,Lesotho,39,252,30,321,-,-
2009,Africa,Liberia,20,224,10,254,-,-
2009,Africa,Libya,77,23066,570,23713,-,-
2009,Africa,Madagascar,0,1082,0,1082,-,-
2009,Africa,Malawi,0,143,10,153,-,-
2009,Africa,Mali,0,130,20,150,-,-
2009,Africa,Mauritania,0,51,0,51,-,-
2009,Africa,Mauritius,0,58,10,68,-,-
2009,Africa,Morocco,0,543,100,643,-,-
2009,Africa,Mozambique,38,233,50,321,-,-
2009,Africa,Namibia,50,799,100,949,-,-
2009,Africa,Nigeria ,281,2500,700,3481,-,-
2009,Africa,Rwanda,0,20,5,25,-,-
2009,Africa,Sao Tome and Principe,0,30,10,40,-,-
2009,Africa,Senegal,5,53,10,68,-,-
2009,Africa,Seychelles,0,432,100,532,-,-
2009,Africa,Sierra Leone,6,50,2,58,-,-
2009,Africa,Somalia,0,5,0,5,-,-
2009,Africa,South Africa,151,1476,650,2277,-,-
2009,Africa,Sudan,305,1820,640,2765,-,-
2009,Africa,Swaziland,12,304,25,341,-,-
2009,Africa,Tanzania,0,216,50,266,-,-
2009,Africa,Togo,5,50,10,65,-,-
2009,Africa,Tunisia,0,234,20,254,-,-
2009,Africa,Uganda,0,182,20,202,-,-
2009,Africa,Zambia,5,327,150,482,-,-
2009,Africa,Zimbabwe,6,91,50,147,-,-
2009,East and South Asia,East and South Asia Total,262780,552524,259192,1074496,-,-
2009,East and South Asia,Afghanistan,1,1501,395,1897,-,-
2009,East and South Asia,Bangladesh,28,587,50,665,-,-
2009,East and South Asia,Bhutan,0,5,2,7,-,-
2009,East and South Asia,Brunei Darussalam,491,17472,2100,20063,-,-
2009,East and South Asia,Cambodia,22,1986,1200,3208,-,-
2009,East and South Asia,China,360,20939,4500,25799,-,-
2009,East and South Asia,Hong Kong,23508,140042,5000,168550,-,-
2009,East and South Asia,India,186,993,500,1679,-,-
2009,East and South Asia,Indonesia,344,10617,800,11761,-,-
2009,East and South Asia,Japan,146488,29559,34570,210617,-,-
2009,East and South Asia,Kazakhstan,0,1478,100,1578,-,-
2009,East and South Asia,North Korea,0,10,5,15,-,-
2009,East and South Asia,South Korea,9127,60268,12000,81395,-,-
2009,East and South Asia,Kyrgyzstan,0,10,5,15,-,-
2009,East and South Asia,Laos,2,612,30,644,-,-
2009,East and South Asia,Macau,1773,11755,3000,16528,-,-
2009,East and South Asia,Malaysia,26002,89875,128000,243877,-,-
2009,East and South Asia,Maldives,25,2856,800,3681,-,-
2009,East and South Asia,Mongolia,0,73,20,93,-,-
2009,East and South Asia,Myanmar,57,300,150,507,-,-
2009,East and South Asia,Nepal,55,77,10,142,-,-
2009,East and South Asia,Pakistan,153,595,1500,2248,-,-
2009,East and South Asia,Singapore,42770,64320,56000,163090,-,-
2009,East and South Asia,Sri Lanka,1,1000,200,1201,-,-
